"Date","sulfate","nitrate","ID"
"2019-01-01",NA,NA,"L1001118"
"2019-01-02",0.653,6.6,"L1001118"
"2019-01-03",NA,NA,"L1001118"
"2019-01-04",NA,NA,"L1001118"
"2019-01-05",NA,NA,"L1001118"
"2019-01-06",NA,NA,"L1001118"
"2019-01-07",NA,NA,"L1001118"
"2019-01-08",1.13,6.86,"L1001118"
"2019-01-09",NA,NA,"L1001118"
"2019-01-10",NA,NA,"L1001118"
"2019-01-11",NA,NA,"L1001118"
"2019-01-12",NA,NA,"L1001118"
"2019-01-13",NA,NA,"L1001118"
"2019-01-14",0.488,3.93,"L1001118"
"2019-01-15",NA,NA,"L1001118"
"2019-01-16",NA,NA,"L1001118"
"2019-01-17",NA,NA,"L1001118"
"2019-01-18",NA,NA,"L1001118"
"2019-01-19",NA,NA,"L1001118"
"2019-01-20",0.243,1.88,"L1001118"
"2019-01-21",NA,NA,"L1001118"
"2019-01-22",NA,NA,"L1001118"
"2019-01-23",NA,NA,"L1001118"
"2019-01-24",NA,NA,"L1001118"
"2019-01-25",NA,NA,"L1001118"
"2019-01-26",0.615,3.34,"L1001118"
"2019-01-27",NA,NA,"L1001118"
"2019-01-28",NA,NA,"L1001118"
"2019-01-29",NA,NA,"L1001118"
"2019-01-30",NA,NA,"L1001118"
"2019-01-31",NA,NA,"L1001118"
"2019-02-01",0.511,1.91,"L1001118"
"2019-02-02",NA,NA,"L1001118"
"2019-02-03",NA,NA,"L1001118"
"2019-02-04",NA,NA,"L1001118"
"2019-02-05",NA,NA,"L1001118"
"2019-02-06",NA,NA,"L1001118"
"2019-02-07",2.11,4.56,"L1001118"
"2019-02-08",NA,NA,"L1001118"
"2019-02-09",NA,NA,"L1001118"
"2019-02-10",NA,NA,"L1001118"
"2019-02-11",NA,NA,"L1001118"
"2019-02-12",NA,NA,"L1001118"
"2019-02-13",0.403,0.283,"L1001118"
"2019-02-14",NA,NA,"L1001118"
"2019-02-15",NA,NA,"L1001118"
"2019-02-16",NA,NA,"L1001118"
"2019-02-17",1.22,2.88,"L1001118"
"2019-02-18",NA,NA,"L1001118"
"2019-02-19",NA,NA,"L1001118"
"2019-02-20",NA,NA,"L1001118"
"2019-02-21",NA,NA,"L1001118"
"2019-02-22",NA,NA,"L1001118"
"2019-02-23",NA,NA,"L1001118"
"2019-02-24",NA,NA,"L1001118"
"2019-02-25",0.787,2.84,"L1001118"
"2019-02-26",NA,NA,"L1001118"
"2019-02-27",NA,NA,"L1001118"
"2019-02-28",NA,NA,"L1001118"
"2019-03-01",NA,NA,"L1001118"
"2019-03-02",NA,NA,"L1001118"
"2019-03-03",0.815,3.81,"L1001118"
"2019-03-04",NA,NA,"L1001118"
"2019-03-05",NA,NA,"L1001118"
"2019-03-06",NA,NA,"L1001118"
"2019-03-07",NA,NA,"L1001118"
"2019-03-08",NA,NA,"L1001118"
"2019-03-09",1.12,0.688,"L1001118"
